,name
0,맛있는김 광천김 전장김 식탁김 20g 12봉
1,광천김 바삭바삭파래도시락김 16단x3개 48봉
2,대천김 재래김  20g  35개입
3,광천김 파래김 생김 100매 150g
4,"자연산 곰새우 500g, 1kg (러시아 블라디보스톡 곰새우)"
5,국내산 생물 활 쭈꾸미 서해안 알배기 알 주꾸미 1kg
6,제철 알배기 활 꽃게 봄꽃게 암꽃게 1kg 신진도 산지직송
7,가니미소 400g 1개  씨포스트 가니미소 대게딱지장 등 8종류
8,수미진 김수미 다시팩 80팩
9,국내산 손질 낙지 10팩
10,완도 꼬마 전복 400g 15-30미 무료배송
11,인천식당 3대 간장 양념 게장 돌게장 (연평도산 꽃게)
12,유동 골뱅이 140g / 자연산골뱅이 통조림 술안주
13,여수 수제 간장게장[돌게장] 2.5kg
14,오징어 마른오징어 건오징어 파품300g 동해안 당일바리
15,일품 어리굴젓 400g 1kg
16,노르웨이 연어회 연어스테이크 샐러드 생연어
17,"슈퍼그뤠잇 꽃게 1kg 숫꽃게,암꽃게, 활꽃게, 냉동꽃게, 돌게 (가을/봄)"
18,[할/인] 영덕 당일바리 피데기 반건조오징어 [박상민의 핏줄 오징어]
19,순살생선 대구살 외9종
20,국내산 고등어 15팩 팩당 100g이상 무료배송
21,광천김 파래김 100매+100매 외 곱창김/재래김/파래김
22,"자연산 활 갯가재 1kg (쏙, 털치, 급냉)"
23,파인튜나 냉동참치회 참다랑어 골라골라담기
24,[한정수량] 북촌 손질먹태 1마리 머리 껍질 먹태살
25,명란젓1kg
26,생연어 연어스테이크 연어회 500g
27,완도전복 특대 활전복 전복선물세트 7미부터20미1kg 꼬마 전복 산지직송
28,대원수산 블라디보스톡 자연산 곰새우 자숙 500g
29,생연어 연어회 연어스테이크 연어슬라이스 초밥필렛 바다사나이
30,김영조의 영덕 당일바리 마른오징어 (건오징어)
31,"소프트 쉘 크랩 900g 9,11미 뿌팟퐁커리게 껍질먹는게"
32,랩쿡 크레이피쉬 민물가재 마라롱샤 1kg
33,"활 갯가재 1kg 털치, 쏙새우, 쏙"
34,임가네 간장새우 간장대하 왕새우 깐새우장 500g
35,사임당 손질먹태
36,노르웨이 생연어 500g 숙성슬라이스 연어회 훈제연어
37,두툼하고 싱싱한 민물장어 1kg
38,"국산(500g, 1kg, 1.5kg) 흑산도(1kg, 2kg) 홍어회"
39,선해수산 바다소리 장에찍어먹는 생돌김 반절8매 9g
40,오담 해물 멸치 육수 다시팩 국산재료 천연조미료 건어물
41,"생 칵테일새우 1kg(새우살,깐새우 특대,감바스용)"
42,"서대 박대 반건조 (30-31cm)9-10마리 1,200g이상 군산성진수산"
43,살아서 도착하는 순천만 최상급 자연산 칠게 1kg
44,자연산민물장어/즙/엑/액기스남성용1박스/건강즙
45,광천김 선물세트 재래김 식탁김 김선물세트
46,완도 활 전복 1kg 가정용 전복 회 찜 구이
47,섬진강 자연산 벚굴
48,2019년 남해안 햇 다시멸치 국물멸치 1.5kg한박스
49,훈훈수산 깐새우장 (1kg 30미 내외)
50,동해안 가리비 1kg 속초 고성 참가리비
51,완도 김 재래김 곱창 돌김 파래김 생김
52,낙지젓 1kg 젓갈 반찬
53,생물 키조개 관자 슬라이스 500g 통관자
54,엄청 큰 블랙타이거 새우 1kg 킹타이거새우 대왕새우
55,어리굴젓 국내산 500g 1kg 젓갈 반찬
56,순천만 갯벌 칠게 1kg
57,순살양념게장(320g)
58,베트남 명품바다포도(우미부도/SEA GRAPES) 100g ASMR 정식수입 생산물배상책임보험가입
59,대게 홍게 박달 영덕 포항 구룡포 속초 선주직송
60,반건조오징어 10마리 850g-1.5kg 동해영덕피데기오징어
61,제철 갯가재 쏙 1kg (15마리 전후) 바다가재
62,참바다 순살 노르웨이고등어 11팩
63,"서해 활꽃게, 암꽃게, 숫꽃게, 돌게, 손질꽃게 1kg 가을 봄꽃게 생산자 직판"
64,청정갯벌에서 갓잡은 순천만 자연산 칠게 1kg
65,국내산 감태 / 구운 감태
66,무색소 저염 명란젓 파지 파치 500g 1kg
67,항공직송 활 랍스타
68,[당일어획] 살아있는 거제 자연산 활 바지락 1kg
69,순살고등어 300 g 외 5종
70,국내산 수제 간장게장 꽃게장 2kg
71,"건어물군 멸치양이 추천하는 진미채(백진미,홍진미) 500g+500g"
72,최상급 통영 자연산 바다장어1kg 살아있는 장어 손질 신선포장
73,향긋한 통영 햇 활멍게1Kg
74,[산소포장] 당일 어획한 거제 자연산 생물 돌문어 1kg
75,푸요 사각유부 60매 1kg 일본 조미 유부 초밥
76,40년 전통 삼천포 국산 쥐포(쥐치포) 300g
77,실중량 손질 필요없는 슬라이스 냉동 참치회 200g
78,부드러운 영덕 마른오징어 20마리 (건오징어)
79,진동 참미더덕 1Kg
80,해풍으로 말린 서천 반건조 박대
81,빅마마이혜정의 해물다시팩 2팩세트
82,완도 전복 특대-소전복 1kg 산소포장 산지직송
83,국산 주꾸미 1kg 생물 냉동 알배기 알쭈꾸미
84,2018 첫 국산 양식 활 새우 1kg 자연산 대하 흰다리새우 냉동 제철
85,새벽장어 풍천 민물장어 국산 자포니카 1kg
86,보성 세발낙지 뻘낙지 활낙지 산낙지 1마리
87,"[국내산]찰지고 싱싱한 목포홍어 500g_참홍어,국산홍어"
88,광천김 명란알김 4gx36봉
89,[식탁이있는삶] [연우굴비]국내산 영광고추장굴비 500g
90,광천 유기농 재래 저염 재래전장 조미김 20봉
91,조양맛김광천김 조미김 구운김 재래김 파래김 무가미김 김자반
92,무색소 저염 명란젓 500g 1kg
93,낙지젓 500g 1Kg 낙지젓갈
94,"칵테일새우 특대왕 1kg 냉동 깐새우, 감바스용 생새우"
95,[왕눈이피쉬]국내산 군산 갑오징어 손질 1kg 냉동 갑오징어
96,국내산 대게딱지장 대게장 (가니미소/카니) 400g
97,서산햇푸드 자연산 구운 감태
98,냉동참치회 부위별 모음
99,인생 손질 먹태
100,군산 반건조 박대 6-10미 600-700g 국내산 군산직송 김수미 수미네반찬
101,훈훈수산 딱새우 1kg / 제주도 자연산 가시발새우
102,[실속 구매] 국내가공 진미채 500g+500g 오징어채모음
103,[할/인] 통째로 먹는 총알오징어 1kg [박상민의 핏줄 오징어]
104,[울릉도 총알오징어] 산지직송 동해안 총알오징어 1kg
105,스노우크랩5kg 킹크랩 홈쇼핑 가족모임
106,연평도 수제 꽃게 양념 게장 1kg
107,영덕대게 철맞은 박달홍게 3kg 산지 선주직배송
108,햇 명품 완도곱창재래돌김1톳 100장 일반/특
109,애터미 간 고등어 2kg
110,통마리 꼬리 아귀포 (아구포) 뼈아귀포 300g 내외
111,킹 블랙타이거새우 1kg (킹타이거)
112,프리미엄 참 쥐포 10장 건어물 모음전 노가리 오징어 아귀포
113,고등어밥상 100% 가시제거 순살 노르웨이 고등어 800g
114,광천별맛김 광천김 파래김 재래김 선물세트
115,키조개 관자 1kg 국내산 생물 냉동 슬라이스
116,"쭈꾸미 1kg (산지직송 알쭈꾸미,급냉 쭈꾸미)"
117,오독오독 마산 진동 미더덕 1kg
118,"황태채 진품 자연건조 포샵 없는 가장좋은 황태, 대관령 건조, 용대리 건조"
119,조미 김가루/광천 김가루 1kg/ 비빔밥/주먹밥/국수용/김가루
120,(지옥쭈꾸미 650g) 쭈꾸미 낙지 오징어볶음맛집 캠핑 집들이 배달음식 전국택배 맛있게 맵다
121,장족 대왕오징어다리 300g
122,애터미 노르웨이 간고등어 2Kg(14-16팩)
123,신품 랩쿡 캐나다 자숙 냉동 랍스터 4.54kg 10~11미
124,1등급 뽀얀 한치 AAA 500g 1kg
125,"[일등제철] 고흥바지락 생물 1kg, 깐 바지락살 500g 내외"
126,완도전복 산지직송 1kg 기준 9미~60미 선택
127,"[특가전] 전복, 완도활전복, 산지직판, 30 20 18 16 14 12 10미 1kg"
128,손질먹태130/먹태채+머리+껍질 (먹태채:85g 이상)
129,기장하트미역 생일미역 선물
130,"영광 법성포 보리굴비 3분 OK, 찐보리굴비(부세굴비) 중,대,특대 선물세트 포장가능"
131,광천김 본사직배송 바삭바삭 전장김/도시락김/김자반 김특가 모음전
132,광천우리맛김 식탁김 김선물세트 조미 광천김
133,완도활전복  대7~8미1kg 11~12미1kg
134,완도친구 참전복 횟감 10마리 600g
135,"[바다소리] 최고급 생돌김, 곱창김, 구운김"
136,통영 손질멍게살(깐멍게) 500g
137,영덕 국내산 손질오징어 10마리 / 1.5kg
138,쿡버프 대왕 왕새우 큰징거미새우 1kg 대하 캠핑 찜 구이 냉동 랍스터 민물
139,여수 수제 간장게장[돌게장] 2.5kg
140,"가장 좋은 구운 아귀포 700g, 1kg, 아구포, 아귀채"
141,선주 정종청님의 제철 영덕 대게 홍게 박달
142,커클랜드 틸라피아 1.13kg (아이스박스 무료)
143,오징어젓1kg
144,남해안 칠게1kg 당일작업
145,생연어 (Sushi grade) 반마리 필렛 2kg 도매 / 연어샐러드 / 스테이크 / 연어회
146,서해바다 싱싱한 주꾸미 알 주꾸미 1kg
147,통영 자연산 돌문어
148,냉동 민물새우 400g 인도산 리얼새우깡 새우튀김 해물탕 김장새우 등
149,풍천 민물장어 실중량 1kg 손질후750g HACCP인증 자포니카 홍삼불장어
150,대광어회 숙성 필렛(오로시) 250g 제주광어회
151,키조개 관자 급냉 진공 대사이즈 500g
152,국산 오징어입1kg
153,봄 알배기 암꽃게 1kg
154,포항 피데기 반건조오징어
155,국내산 말랑말랑 반건조 오징어입 500g
156,동원에프앤비 동원 자연산 골뱅이 400g
157,인천 더꽃게 자연산 참소라 1kg 소라
158,김영미게장/간장꽃게장/양념꽃게장/간장돌게장/여수명품관입점
159,[벌크] 장석준명장 요리용 미숙명란 1kg
160,우체국 직송/대천김 재래김/파래김 10봉
161,간편한 순살 양념게장 삿갓양념꽃게살
162,국내산 냉동 선동오징어 8.5kg
163,정말맛있는 남해안 새꼬막 1kg
164,"스노우크랩 5kg [대게배달,킹크랩, 홈쇼핑]"
165,국내산 손질 갑오징어
166,에브리장 간장새우장 깐새우장 양념새우장 새우장 대하장 500g
167,서해안 제철 활 꽃게
168,자연산 제철 생물 갯가재 1kg
169,아귀 어육 92.5% 명품 건어물간식 아귀포&꼬리아귀포
170,튀김쥐포 40장 400g[고소한나라]/맥주안주/술안주
171,백명란 백명란젓 저염명란젓 파지 1kg
172,담양 우렁이 1kg
173,깐새우장 간장새우장 양념새우장 1kg
174,대아랑 활꽃게 암 꽃게 1Kg 봄꽃게 냉동꽃게 싱싱한 충남태안산 산지직송
175,"장흥무산김 미니도시락김 40봉외20종 유기가공식품 조미,생김등"
176,카카오프렌즈X광천김 콜라보레이션 도시락김
177,완도 전복 특대~꼬마전복 선택 홈쇼핑 직거래
178,"대천김 재래김 10봉,20봉,30봉 김선물세트"
179,광천우리맛김 재래 전장 김 6매 10봉
180,벌교 꼬막왕자 새꼬막 1kg
181,"다이아몬드 두절탈각새우 생칵테일새우 900g 31/40, 26/30, 21/25 탈각새우 봉 단위 판매"
182,많이짜지않는 깨끗한 최상품 완도 미역귀
183,광천 토굴 새우젓 오젓 육젓
184,가니미소400g/대게딱지장/대게페이스트
185,버터구이 오징어 오다리 백족 500g
186,진짜맛있는 완도 특곱창김 햇 곱창돌김 파래김 바다좋은
187,슈페리어 등급 노르웨이 생연어1kg
188,바다농부 냉동 절단 주꾸미 L (베트남)
189,"동해안 자연산 살아있는 백골뱅이 1kg 골뱅이,백고동,골뱅이무침,골빔면,대한민국수산"
190,19년 기장생멸치 개시/생멸치소금간/김장용멸치
191,청정해역 통영 국내산 바지락 1kg
192,에브리장 간장게장 양념게장 돌게장 [연평도꽃게]
193,네모북어(국용) 500g/대용량제품
194,통영 산지직송 홍가리비 3kg / 비단가리비 1kg
195,반건조 버터구이 조미 오징어입 500g
196,봄 냉동 암꽃게 생물 암꽃게 1kg 방포수산
197,사임당 손질먹태 130g
198,대천김 조미구이 재래김 20g
199,지리멸치1.5kg 한박스 볶음멸치 세멸치 잔멸치
200,완도 전복 산지직송 1kg
201,섬진강 벚굴 강굴 5kg
202,해물총각 날치알 800g
203,멍게비빔밥 양념 멍게젓갈 500g 10인분
204,[무료배송] 특가 SALE 국내가공 진미채 1kg 오징어실채 / 일미
205,통영 자연산 바다장어 1kg
206,명란젓 500g 명란 명란젓갈 백명란
207,기장생멸치 손질 1kg 멸치회 조림 쌈밥
208,쥐포 대15장 300g 특대10장 500g 두꺼운쥐포10장 350g
209,전남 벌교 득량만 갯벌 새꼬막 상품 1kg (실중량)
210,순살간장게장(320g)
211,영광 굴비 보리굴비
212,푸요 사각유부 40매 1kg 일본 조미 유부 초밥
213,당일작업 자연산 생물 깐 바지락살 500g
214,안면도 자연산 참소라 소라 1Kg 방포수산
215,갈치속젓 200g 500g 1kg 젓갈 반찬
